KID,Names,File_names,Redshift,PSF,INC,Re,Re_err,Rgas,Rgas_err,SFR,SFR_err,Mstar,Mstar_err,Mgas,Mgas_err,Mbar,Mbar_err,VRe,VRe_err,VRopt,VRopt_err,VRout,VRout_err,Vmax,Vmax_err,VRe_int,VRe_int_err,VRopt_int,VRopt_int_err,VRout_int,VRout_int_err,Vmax_int,Vmax_int_err,Rot2disp_int
KROSS,C-zcos_z1_593,C-zcos_z1_593,0.924073321675848,0.812395989894867,72.114469250196,3.7753708,1.1326113,53.77386767252122,21.81662198989231,12.108904543929766,0.6054452271964882,4797666775.39756,2210906348.109475,132466424065.84698,48889113050.9753,137264090841.24454,132553276501.49036,179.16226108354064,27.2613150146598,169.4174137619871,16.480369154818913,183.37699678995608,18.68049785872245,198.9280277848192,32.98771382662626,177.8419382968671,27.34697884031856,168.65128207950258,16.43328478123804,170.32730240126878,17.43752742889655,192.99561696994067,33.22978731499797,7.41
KROSS,C-zcos_z1_642,C-zcos_z1_642,0.917786347062558,0.546532034873962,42.3692596039773,3.0503702,0.9151111,12.287649622449022,5.129806662829656,28.206133682595365,1.410306684129768,9484839655.18351,4370893850.314982,143401847332.8035,51962847502.39957,152886686987.987,143715176657.66974,96.20673569450402,24.898310070418464,97.11465545387698,19.949004342253133,96.90802308808932,22.70809959643014,101.73994125155689,23.85295571235029,35.41871844926121,12.726395853995683,48.17159336296801,13.114671331923754,64.38710285672366,22.307523549817336,66.63383829882318,22.624083937717295,1.264
KROSS,C-zcos_z1_644,C-zcos_z1_644,0.91394965782056,0.546532034873962,56.2602741960228,4.3298044,1.2989414,13.980644377677152,6.058437313122468,12.954744238821316,0.6477372119410657,11403293429.7909,5254973930.779217,88105412969.12518,31716132474.667564,99508706398.91608,88840299951.68861,163.1257396648978,24.069376364240444,158.08978185332057,22.822827596677374,158.08978185332057,22.822827596677374,181.9300391427327,40.60055160579302,157.3401381238366,24.185848783112068,151.82666564054074,22.648710071163013,151.82666564054074,22.648710071163013,181.676,40.64025514191563,6.709
KROSS,C-zcos_z1_659,C-zcos_z1_659,0.981667108816392,0.546532034873962,53.9197560410107,3.1556273,0.94668823,15.142153432311924,6.3590545037095065,12.967913195939529,0.6483956597969764,8974912158.56582,4135904220.537245,91479216948.26056,33052796429.912468,100454129106.8264,91918421340.45218,83.55443635769296,20.66463512830002,84.26293573943005,17.22225529252288,119.1204143335224,13.146652549565989,128.59207244503867,36.354596844565776,63.460469433208566,16.453378691201273,64.56769820859778,14.238091697291988,115.18592973705417,12.807751052772026,128.26557980115123,36.52952845302004,5.17
KROSS,C-zcos_z1_660,C-zcos_z1_660,0.929461340021648,0.546532034873962,65.2058449867963,5.4115973,1.6234792,50.10668822685081,20.66119513989112,11.48624193292637,0.5743120966463185,15032457904.2419,6927399955.871843,70514008054.64867,25033129084.813103,85546465958.89056,72098544524.6564,98.15905269621648,24.273651335244505,118.67193908645898,13.743727416691598,156.80023842461298,34.34722928435408,157.9963107056526,35.074229178103465,98.10705422796116,24.27704206531964,118.5006039818829,13.728363416201049,156.5213202788708,34.38483082850345,157.739,35.11073001234808,76.64
KROSS,C-zcos_z1_670,C-zcos_z1_670,0.879092112507921,0.546532034873962,57.1958445504065,2.6539555,0.7961867,7.22283968635235,3.0569601970485447,30.12515652865019,1.5062578264325093,22337271401.4147,10293673456.873133,101265757965.43073,35379141949.44453,123603029366.8454,103700084040.34036,209.5711183924904,46.721402677916416,204.89640719752717,38.60612664317974,204.89640719752717,38.60612664317974,237.9672105569527,67.58661312965411,160.8117456930279,54.93032434818405,137.38868539095364,47.44460107120077,137.38868539095364,47.44460107120077,209.849,74.83067377085415,2.62
KROSS,C-zcos_z1_673,C-zcos_z1_673,0.916525120958086,0.546532034873962,42.5012290407337,5.733666,1.7200999,19.587002200801958,8.615894076075733,6.905665775732355,0.3452832887866177,5164521033.06612,2379963609.7078896,96554937688.03012,35591320829.62934,101719458721.09624,96692958737.6473,55.94673939726415,18.88329326986368,113.19003388030976,26.708109796879533,113.19003388030976,26.708109796879533,113.19003388030976,26.708109796879533,37.16645834541329,12.234336431920646,92.45,27.053905448197305,92.45,27.053905448197305,92.45,27.053905448197305,2.74
KROSS,C-zcos_z1_675,C-zcos_z1_675,0.891498808273444,0.546532034873962,57.7829254293562,4.441016,1.332305,10.273113221251872,4.279883934434626,35.356786712200034,1.7678393356100015,21529330140.4895,9921350295.15645,110027484898.6577,38463165693.58981,131556815039.1472,112114046797.99287,201.34544038698684,38.37943933019249,233.80970265804703,37.500392530031874,247.67199239625637,52.56408403452325,258.0559064447436,54.85194521157011,129.45149872821756,48.15755004887619,210.0367108544976,39.19475035693367,235.64351373089477,54.66180342093662,250.42,56.23884040411929,3.538
KROSS,C-zcos_z1_685,C-zcos_z1_685,0.867736864568498,0.658190011978149,53.7139373702502,3.475418,1.0426255,9.23138470987672,3.8525839261149777,21.67658561388085,1.0838292806940426,15171554725.0488,6991499873.294377,105345125466.65196,37623319290.146965,120516680191.70074,106432004267.32454,116.47700706882274,21.985669950223773,115.81712690848916,26.159986046953406,97.89028898421633,23.107631722429826,126.35435671332364,27.386125536982245,100.55280919354703,19.38225857392917,80.68351134826966,27.13760408942598,88.51692166251294,22.84786345762744,110.943,28.78612299355368,3.012
KROSS,C-zcos_z1_690,C-zcos_z1_690,0.925160285943542,0.658190011978149,51.989322929882,3.250835,0.9752505,13.748939877337962,5.754476538332549,18.231072244550763,0.911553612227538,20942582870.7221,9650959848.259031,76076230115.25946,26519844061.65266,97018812985.98157,78906175714.24287,146.5626112255599,33.873913819971136,163.75573077223984,30.930420474551514,163.0016251067024,47.11906462078838,192.61784436637285,47.23780186961687,123.62127307343034,36.99890599628442,125.1490311844723,35.28185950756951,142.2162631304018,52.28961470426337,188.415,52.746100568103365,3.628
KROSS,C-zcos_z1_692,C-zcos_z1_692,0.926978416050857,0.546532034873962,40.1830917556491,4.1659923,1.2497977,10.349730091949164,4.301742092893406,39.77549533729773,1.9887747668648856,24045293967.7856,11080780630.315945,105615990103.10382,36470446970.81455,129661284070.88942,108318574249.55405,109.53160250151842,20.312540415379765,159.96387128902032,22.36039790750746,183.5477690577463,15.57870392037344,192.3709476333096,60.24719482682824,76.75224092418361,19.117385177364863,130.7915695729881,22.72448750853082,180.853503708322,15.3972966218633,192.0912294236376,60.254042868508,5.09
KROSS,C-zcos_z1_693,C-zcos_z1_693,0.924618181499726,0.658190011978149,56.279372980998,4.155385,1.2466156,11.439246097655689,4.855841809712322,12.881696207956916,0.6440848103978457,6998903763.76578,3225301273.624784,111766693222.59372,40869774627.08489,118765596986.3595,111985616789.87096,86.26605662173107,25.91599038332013,102.35905346622891,29.838943857180915,102.35905346622891,29.838943857180915,130.8038625914145,40.950594395216505,85.68999581888927,25.97731286422473,102.15032338800852,29.869748323306737,102.15032338800852,29.869748323306737,130.217,41.09054891334503,20.132
KROSS,C-zcos_z1_698,C-zcos_z1_698,0.926691072515854,0.658190011978149,34.3995775864652,3.0274315,0.90822953,11.767919430881363,4.9319665785836655,13.25557308970598,0.6627786544852989,16635284825.1901,7666029873.359493,72348940478.60812,25557468566.68885,88984225303.79822,74236796062.27885,140.61380291254116,34.197792084884014,130.69399121795718,26.359505068363596,122.48036141416496,41.010930394258125,178.6489251175697,45.91386411152227,117.30394755647993,37.20871634178434,113.61234677256545,27.67746001117669,120.99763513691484,41.12014607373584,178.572,46.15362562123607,9.158
KROSS,C-zcos_z1_796,C-zcos_z1_796,0.885444447917447,0.540224015712738,32.6846719408776,3.3286138,0.99858415,9.965737200522634,4.195655886008977,8.333324669264337,0.4166662334632168,4064713663.48798,1873139937.0912352,125629768254.1338,46587663021.80669,129694481917.62178,125695507353.10118,74.30191693358859,10.139428398496106,73.64839058227251,6.050683837125478,73.64839058227251,6.050683837125478,80.83435580404415,15.257482155187022,68.01834448160736,6.484031633439692,73.03684114738323,5.321593437409506,73.03684114738323,5.321593437409506,78.79,14.828670776573334,10.755
KROSS,C-zcos_z1_925,C-zcos_z1_925,0.912870404082449,0.864396035671234,45.5946815161345,3.7296395,1.118892,10.71081205521224,4.466062127280601,19.898090344484974,0.9949045172242486,15171554725.0488,6991499873.294377,94939205209.29285,33748601535.29915,110110759934.34164,96143792095.73212,142.97602983506854,24.023288966456956,143.46184683789838,18.54708515522221,156.46470352435955,26.486820510272132,161.16540943085718,49.57943038713701,138.86669536028663,24.20862970282632,138.31500302196238,18.39575506729495,153.36108547503483,26.46056549366213,160.79184523809525,49.5992980595492,13.737
KROSS,E-zmus_z1_107,E-zmus_z1_107,0.96169364551841,0.91650801897049,27.8617791652652,1.4222546,0.4266764,7.744304824615109,3.2221787747660917,7.851439285119391,0.3925719642559696,4335406612.9685,1997883231.7827191,106989251464.29036,39503966558.96145,111324658077.25888,107077054868.86037,78.67060041503817,15.231237373506096,76.78313321949679,14.27858948735361,74.08570490920629,15.529218443859968,85.73852270918073,14.58630748269357,64.909,6.042227445239049,65.44967445253187,8.213208503152234,66.22236633208104,12.352026295235268,79.86544897959183,12.780676108077795,4.161
KROSS,E-zmus_z1_117,E-zmus_z1_117,0.841633641987028,0.849872052669525,34.5254621532204,2.9573355,0.8872007,9.782663658190812,4.08039987123391,8.618657962794531,0.4309328981397264,15596615395.3587,7187380366.524747,67256005849.92245,24053173116.417965,82852621245.28114,69040746915.6841,62.45949278127888,20.84734310107528,61.72436645233601,16.421254488689854,75.33211027681078,14.851562540036015,85.40823020487292,24.406530131713804,38.61845844152293,6.232932380000218,43.27819564321028,6.498464225941572,72.9177049457189,14.078315038260788,85.287,24.41356872724674,3.77
KROSS,E-zmus_z1_119,E-zmus_z1_119,0.841298299434541,0.556430041790008,61.7587201033233,4.19094,1.257282,13.51758768449121,5.64207396654105,17.11090646279897,0.8555453231399484,27354567188.459,12605791331.087095,72454283166.9043,25120209903.761234,99808850355.3633,77446081213.30522,184.64982211358227,24.25334601149448,172.20683540764514,23.7273802697201,182.4525977863881,29.607216443901624,192.52710397868952,31.13900093434922,141.5190955614822,23.870936865356946,149.22316288029083,24.349188060326384,174.0445593459158,29.99066794320045,175.085,31.634151234195468,3.263
KROSS,E-zmus_z1_12,E-zmus_z1_12,0.976393156660594,0.446330040693283,51.4432118877108,3.91059,1.173177,14.660641936424144,6.105387030942373,49.85195515807873,2.4925977579039365,62665781971.1296,28878240539.691063,72202406248.7883,22381816381.21468,134868188219.91792,95604328867.30711,191.9154723878969,26.435281801763804,215.76333559256383,21.82128094029993,225.79703623137755,35.54595127533803,235.13779208654935,38.91070451412702,155.20771716733097,28.000856952071867,194.44171448615492,21.45485152617125,220.77628525429157,35.69806530296052,232.924,39.14668165634184,4.051
